Identifiant borne;Nom de la station;Type de connecteur;Statut de disponibilité;Présence câble attaché;Numéro de la voie;Ouverture au service commercial;Nom du réseau de charge;Propriétaire des bornes;Intitulé de la voie;Code postal;Ville;Pays;Coordonnées géographiques
FR*V75*EBELI*71*1*2;234 RUE DE TOLBIAC;E/F;Disponible;Non;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*46*1*3;COURS DE VINCENNES;E/F;Disponible;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*71*1*3;234 RUE DE TOLBIAC;E/F;Disponible;Non;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*46*1*3;COURS DE VINCENNES;T3;Disponible;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*71*1*3;234 RUE DE TOLBIAC;CHAdeMO;Disponible;Oui;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*46*1*1;COURS DE VINCENNES;CHAdeMO;Occupé;Oui;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*71*1*3;234 RUE DE TOLBIAC;T3;Disponible;Non;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*46*1*1;COURS DE VINCENNES;T3;Occupé;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*46*1*3;COURS DE VINCENNES;CHAdeMO;Disponible;Oui;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*41*1*3;RUE PIERRE CHARRON;Combo;Hors communication;Oui;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*46*1*1;COURS DE VINCENNES;Combo;Occupé;Oui;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*41*1*3;RUE PIERRE CHARRON;T2;Hors communication;Non;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*46*1*1;COURS DE VINCENNES;T2;Occupé;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*41*1*1;RUE PIERRE CHARRON;T2;Hors communication;Non;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*46*1*1;COURS DE VINCENNES;E/F;Occupé;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*41*1*1;RUE PIERRE CHARRON;E/F;Hors communication;Non;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*46*1*2;COURS DE VINCENNES;E/F;Disponible;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*41*1*2;RUE PIERRE CHARRON;E/F;Hors communication;Non;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*41*1*3;RUE PIERRE CHARRON;CHAdeMO;Hors communication;Oui;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*78*1*1;BOULEVARD MURAT;Combo;Disponible;Oui;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*41*1*3;RUE PIERRE CHARRON;T3;Hors communication;Non;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*78*1*1;BOULEVARD MURAT;T3;Disponible;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*78*1*3;BOULEVARD MURAT;CHAdeMO;Disponible;Oui;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*41*1*3;RUE PIERRE CHARRON;E/F;Hors communication;Non;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*78*1*3;BOULEVARD MURAT;T2;Disponible;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*41*1*1;RUE PIERRE CHARRON;Combo;Hors communication;Oui;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*36*1*1;AVENUE BOSQUET;T2;Disponible;Non;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*41*1*1;RUE PIERRE CHARRON;CHAdeMO;Hors communication;Oui;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*36*1*1;AVENUE BOSQUET;T3;Disponible;Non;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*41*1*1;RUE PIERRE CHARRON;T3;Hors communication;Non;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*78*1*1;BOULEVARD MURAT;CHAdeMO;Disponible;Oui;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*36*1*1;AVENUE BOSQUET;E/F;Disponible;Non;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*78*1*1;BOULEVARD MURAT;T2;Disponible;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*36*1*1;AVENUE BOSQUET;Combo;Disponible;Oui;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*78*1*1;BOULEVARD MURAT;E/F;Disponible;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*70*1*1;AVENUE DU GENERAL DODDS;E/F;Occupé;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*78*1*2;BOULEVARD MURAT;E/F;Disponible;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*70*1*1;AVENUE DU GENERAL DODDS;Combo;Occupé;Oui;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*70*1*1;AVENUE DU GENERAL DODDS;CHAdeMO;Occupé;Oui;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*78*1*3;BOULEVARD MURAT;E/F;Disponible;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*70*1*1;AVENUE DU GENERAL DODDS;T3;Occupé;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*78*1*3;BOULEVARD MURAT;T3;Disponible;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*70*1*2;AVENUE DU GENERAL DODDS;E/F;Disponible;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*78*1*3;BOULEVARD MURAT;Combo;Disponible;Oui;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*36*1*3;AVENUE BOSQUET;T2;Disponible;Non;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*70*1*3;AVENUE DU GENERAL DODDS;E/F;Disponible;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*36*1*3;AVENUE BOSQUET;T3;Disponible;Non;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*70*1*3;AVENUE DU GENERAL DODDS;Combo;Disponible;Oui;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*70*1*3;AVENUE DU GENERAL DODDS;CHAdeMO;Disponible;Oui;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*36*1*3;AVENUE BOSQUET;E/F;Disponible;Non;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*70*1*3;AVENUE DU GENERAL DODDS;T2;Disponible;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*36*1*3;AVENUE BOSQUET;Combo;Disponible;Oui;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*17*1*3;RUE CHANGARNIER;Combo;Hors communication;Oui;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*36*1*3;AVENUE BOSQUET;CHAdeMO;Disponible;Oui;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*17*1*3;RUE CHANGARNIER;T3;Hors communication;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*36*1*1;AVENUE BOSQUET;CHAdeMO;Disponible;Oui;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*17*1*1;RUE CHANGARNIER;CHAdeMO;Hors communication;Oui;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*36*1*2;AVENUE BOSQUET;E/F;Disponible;Non;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*70*1*1;AVENUE DU GENERAL DODDS;T2;Occupé;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*17*1*1;RUE CHANGARNIER;E/F;Hors communication;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*70*1*3;AVENUE DU GENERAL DODDS;T3;Disponible;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*17*1*1;RUE CHANGARNIER;T3;Hors communication;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*17*1*3;RUE CHANGARNIER;CHAdeMO;Hors communication;Oui;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*17*1*2;RUE CHANGARNIER;E/F;Hors communication;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*39*1*3;AVENUE DE VILLARS;T3;Disponible;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*17*1*3;RUE CHANGARNIER;E/F;Hors communication;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*39*1*3;AVENUE DE VILLARS;T2;Disponible;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*17*1*3;RUE CHANGARNIER;T2;Hors communication;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*39*1*1;AVENUE DE VILLARS;T3;Disponible;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*17*1*1;RUE CHANGARNIER;Combo;Hors communication;Oui;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*17*1*1;RUE CHANGARNIER;T2;Hors communication;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*39*1*1;AVENUE DE VILLARS;E/F;Disponible;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*39*1*1;AVENUE DE VILLARS;CHAdeMO;Disponible;Oui;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*39*1*3;AVENUE DE VILLARS;E/F;Disponible;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*39*1*1;AVENUE DE VILLARS;T2;Disponible;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*39*1*3;AVENUE DE VILLARS;Combo;Disponible;Oui;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*39*1*3;AVENUE DE VILLARS;CHAdeMO;Disponible;Oui;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*79*1*1;BOULEVARD DE COURCELLES;E/F;Disponible;Non;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*39*1*1;AVENUE DE VILLARS;Combo;Disponible;Oui;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*79*1*1;BOULEVARD DE COURCELLES;Combo;Disponible;Oui;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*39*1*2;AVENUE DE VILLARS;E/F;Occupé;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*79*1*1;BOULEVARD DE COURCELLES;T3;Disponible;Non;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*79*1*1;BOULEVARD DE COURCELLES;CHAdeMO;Disponible;Oui;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*79*1*1;BOULEVARD DE COURCELLES;T2;Disponible;Non;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*79*1*3;BOULEVARD DE COURCELLES;E/F;Neutralisé;Non;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*79*1*2;BOULEVARD DE COURCELLES;E/F;Disponible;Non;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*86*1*1;RUE ORDENER;T2;Hors communication;Non;27;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*79*1*3;BOULEVARD DE COURCELLES;Combo;Neutralisé;Oui;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*86*1*1;RUE ORDENER;T3;Hors communication;Non;27;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*79*1*3;BOULEVARD DE COURCELLES;CHAdeMO;Neutralisé;Oui;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*86*1*3;RUE ORDENER;T3;Hors communication;Non;27;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*79*1*3;BOULEVARD DE COURCELLES;T2;Neutralisé;Non;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*86*1*3;RUE ORDENER;CHAdeMO;Hors communication;Oui;27;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*79*1*3;BOULEVARD DE COURCELLES;T3;Neutralisé;Non;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*86*1*3;RUE ORDENER;T2;Hors communication;Non;27;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*86*1*1;RUE ORDENER;Combo;Hors communication;Oui;27;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*98*1*1;Quai Henry IV;Combo;Neutralisé;Oui;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*86*1*1;RUE ORDENER;CHAdeMO;Hors communication;Oui;27;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*98*1*3;Quai Henry IV;T2;Disponible;Non;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*98*1*3;Quai Henry IV;T3;Disponible;Non;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*86*1*1;RUE ORDENER;E/F;Hors communication;Non;27;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*98*1*3;Quai Henry IV;Combo;Disponible;Oui;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*86*1*2;RUE ORDENER;E/F;Hors communication;Non;27;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*25*1*1;RUE ORDENER 2;Combo;Disponible;Oui;110;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89311,2.34066
FR*V75*EBELI*25*1*1;RUE ORDENER 2;T2;Disponible;Non;110;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89311,2.34066
FR*V75*EBELI*86*1*3;RUE ORDENER;E/F;Hors communication;Non;27;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*25*1*1;RUE ORDENER 2;T3;Disponible;Non;110;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89311,2.34066
FR*V75*EBELI*86*1*3;RUE ORDENER;Combo;Hors communication;Oui;27;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*98*1*1;Quai Henry IV;T2;Neutralisé;Non;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*25*1*1;RUE ORDENER 2;E/F;Disponible;Non;110;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89311,2.34066
FR*V75*EBELI*98*1*1;Quai Henry IV;T3;Neutralisé;Non;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*25*1*2;RUE ORDENER 2;E/F;Disponible;Non;110;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89311,2.34066
FR*V75*EBELI*25*1*3;RUE ORDENER 2;Combo;Disponible;Oui;110;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89311,2.34066
FR*V75*EBELI*98*1*1;Quai Henry IV;E/F;Neutralisé;Non;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*25*1*3;RUE ORDENER 2;CHAdeMO;Disponible;Oui;110;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89311,2.34066
FR*V75*EBELI*98*1*1;Quai Henry IV;CHAdeMO;Neutralisé;Oui;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*25*1*3;RUE ORDENER 2;T3;Disponible;Non;110;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89311,2.34066
FR*V75*EBELI*98*1*2;Quai Henry IV;E/F;Disponible;Non;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*25*1*3;RUE ORDENER 2;E/F;Disponible;Non;110;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89311,2.34066
FR*V75*EBELI*98*1*3;Quai Henry IV;E/F;Disponible;Non;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*98*1*3;Quai Henry IV;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*25*1*1;RUE ORDENER 2;CHAdeMO;Disponible;Oui;110;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89311,2.34066
FR*V75*EBELI*25*1*3;RUE ORDENER 2;T2;Disponible;Non;110;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89311,2.34066
